retro_id,use_name,full_name,birth_name,alt_name,cemetery,cem_city,cem_state,cem_country,cem_note,debut_coach,last_coach,debut_manager,last_manager,debut_umpire,last_umpire,hof_retrosheet,updated_at
robed001,Dave,David Ray Roberts,,,,,,,,2011-03-31,2015-10-04,2014-05-22,2025-11-01,,,,2025-12-19 02:26:35.179508
